PMID,Title,Authors,Abstract,Publication Year,study_name,included_in_study
22669981,Progressive familial intrahepatic cholestasis type 3: overlapping presentation with Wilson disease.,"Ramya Ramraj, Milton J Finegold, Saul J Karpen",,2012,Appenzeller-Herzog_2019,0
22354928,"Chelation: a fundamental mechanism of action of AGE inhibitors, AGE breakers, and other inhibitors of diabetes complications.","Ryoji Nagai, David B Murray, Thomas O Metz, John W Baynes","This article outlines evidence that advanced glycation end product (AGE) inhibitors and breakers act primarily as chelators, inhibiting metal-catalyzed oxidation reactions that catalyze AGE formation. We then present evidence that chelation is the most likely mechanism by which ACE inhibitors, angiotensin receptor blockers, and aldose reductase inhibitors inhibit AGE formation in diabetes. Finally, we note several recent studies demonstrating therapeutic benefits of chelators for diabetic cardiovascular and renal disease. We conclude that chronic, low-dose chelation therapy deserves serious consideration as a clinical tool for prevention and treatment of diabetes complications.",2012,Appenzeller-Herzog_2019,0
22340672,EASL Clinical Practice Guidelines: Wilson's disease.,,"This Clinical Practice Guideline (CPG) has been developed to assist physicians and other healthcare providers in the diagnosis and management of patients with Wilson's disease. The goal is to describe a number of generally accepted approaches for diagnosis, prevention, and treatment of Wilson's disease. Recommendations are based on a systematic literature review in the Medline (PubMed version), Embase (Dialog version), and the Cochrane Library databases using entries from 1966 to 2011. The Grades of Recommendation, Assessment, Development, and Evaluation (GRADE) system used in other EASL CPGs was used and set against the somewhat different grading system used in the AASLD guidelines (Table 1A and B). Unfortunately, there is not a single randomized controlled trial conducted in Wilson's disease which has an optimal design. Thus, it is impossible to assign a high or even a moderate quality of evidence to any of the questions dealt with in these guidelines. The evaluation is mostly based on large case series which have been reported within the last decades.",2012,Appenzeller-Herzog_2019,0
22307488,Zinc and liver disease.,"Mohammad K Mohammad, Zhanxiang Zhou, Matthew Cave, Ashutosh Barve, Craig J McClain","Zinc is an essential trace element required for normal cell growth, development, and differentiation. It is involved in DNA synthesis, RNA transcription, and cell division and activation. It is a critical component in many zinc protein/enzymes, including critical zinc transcription factors. Zinc deficiency/altered metabolism is observed in many types of liver disease, including alcoholic liver disease (ALD) and viral liver disease. Some of the mechanisms for zinc deficiency/altered metabolism include decreased dietary intake, increased urinary excretion, activation of certain zinc transporters, and induction of hepatic metallothionein. Zinc deficiency may manifest itself in many ways in liver disease, including skin lesions, poor wound healing/liver regeneration, altered mental status, or altered immune function. Zinc supplementation has been documented to block/attenuate experimental ALD through multiple processes, including stabilization of gut-barrier function, decreasing endotoxemia, decreasing proinflammatory cytokine production, decreasing oxidative stress, and attenuating apoptotic hepatocyte death. Clinical trials in human liver disease are limited in size and quality, but it is clear that zinc supplementation reverses clinical signs of zinc deficiency in patients with liver disease. Some studies suggest improvement in liver function in both ALD and hepatitis C following zinc supplementation, and 1 study suggested improved fibrosis markers in hepatitis C patients. The dose of zinc used for treatment of liver disease is usually 50 mg of elemental zinc taken with a meal to decrease the potential side effect of nausea.",2012,Appenzeller-Herzog_2019,0
19156444,Nephrolithiasis related to inborn metabolic diseases.,"Pierre Cochat, Valérie Pichault, Justine Bacchetta, Laurence Dubourg, Jean-François Sabot, Christine Saban, Michel Daudon, Aurélia Liutkus","Nephrolithiasis associated with inborn metabolic diseases is a very rare condition with some common characteristics: early onset of symptoms, family history, associated tubular impairment, bilateral, multiple and recurrent stones, and association with nephrocalcinosis. The prognosis of such diseases may lead to life threatening conditions, not only because of unabated kidney damage but also because of progressive extra-renal involvement, either in a systemic form (e.g. primary hyperoxaluria type 1, requiring combined liver and kidney transplantation), or in a neurological form (Lesch-Nyhan syndrome leading to auto-mutilation and disability, phosphoribosyl pyrophosphate synthetase superactivity, which is associated with mental retardation). Patients with other inborn metabolic diseases present only with recurrent stone formation, such as cystinuria, adenine phosphoribosyl-transferase deficiency, xanthine deficiency. Finally, nephrolithiasis may be secondarily part of some other metabolic diseases, such as glycogen storage disease type 1 or inborn errors of metabolism leading to Fanconi syndrome (nephropathic cystinosis, tyrosinaemia type 1, fructose intolerance, Wilson disease, respiratory chain disorders, etc.). The diagnosis is based on highly specific investigations, including crystal identification, biochemical analyses and DNA study. The treatment of nephrolithiasis requires hydration as well as specific measures. Compliance is a major issue regarding the progression of renal damage, but the overall outcome mainly depends on extra-renal involvement in relation to the metabolic defect.",2010,Appenzeller-Herzog_2019,0
19845566,Review article: the current management of acute liver failure.,"D G N Craig, A Lee, P C Hayes, K J Simpson","Acute liver failure is a devastating clinical syndrome with a persistently high mortality rate despite critical care advances. Orthotopic liver transplantation (OLT) is a life-saving treatment in selected cases, but effective use of this limited resource requires accurate prognostication because of surgical risks and the requirement for subsequent life-long immunosuppression.",2010,Appenzeller-Herzog_2019,0
19066958,Triethylene tetramine dihydrochloride (trientine) in children with Wilson disease: experience at King's College Hospital and review of the literature.,"Rachel M Taylor, Yuan Chen, Anil Dhawan","Our aim was to review our experience of trientine as chelation therapy in children with Wilson disease (WD) and compare to that reported in the literature. We made a retrospective review of the medical notes of 16 of 96 (17%) children diagnosed with WD between 1981 and 2006. Children were 6.6 to 15 years old. Only three received trientine as initial therapy [parental choice (two), allergic reactions to penicillamine (one) during the penicillamine challenge], 13 of 16 were converted from penicillamine to trientine because of reactions to penicillamine: haematuria in four, bone marrow suppression in three, neutropenia in three. Trientine was discontinued in three due to allergic rash, low copper excretion and one with compliance problems requiring transplantation. Seventy-five per cent of children presented with chronic liver disease. Kayser-Fleischer rings were noticed in eight of 16, Wilson Ferenci score range was between 4 and 10 (nl < 4). Laboratory indices remained relatively stable. In line with previous reports, trientine was used mainly as secondary treatment when there were severe side effects with penicillamine. Whilst the current evidence is low quality, it appears that trientine is as efficacious as penicillamine and small population studies show a lower side effect profile.",2009,Appenzeller-Herzog_2019,0
17978730,[D-penicillamin-induced elastosis perforans serpiginosa].,"M Devillière, S Ingen-Housz-Oro, N Weber, F Cordoliani, M-D Vignon-Pennamen, J-R Manciet, M Sigal-Grinberg",,2007,Appenzeller-Herzog_2019,0
17827379,Wilson disease with visceral leishmaniasis: an extremely uncommon presentation.,"K Pandey, P K Sinha, V N R Das, N Kumar, N Verma, S Bimal, C S Lal, R K Topno, D Singh, R B Verma, S K Bhattacharya, P Das","Visceral leishmaniasis (VL), which is caused by the protozoa Leishmania donovani and transmitted by the bite of the female sand fly Phlebotomus argentipes, is common in Bihar, India. Wilson disease is an autosomal recessive disorder of copper metabolism in which copper is deposited in the brain and liver. We report a case of an extremely uncommon combination of these diseases in a patient. Treatment options for such a combination of diseases are limited and difficult.",2007,Appenzeller-Herzog_2019,0
17295864,Mild zinc deficiency and dietary phytic acid accelerates the development of fulminant hepatitis in LEC rats.,"Akiko Saito, Kenji Nakayama, Hiroshi Hara","Restriction of copper intake delays hepatic copper accumulation in Long-Evans Cinnamon (LEC) rats, which are animal models of Wilson's disease. Involvement of zinc is suggested to develop hepatitis in the disease; however, this has not been clarified. The aims of this study were to investigate the effects of mild zinc deficiency on the development of hepatitis and to determine the relationship between the absorption and hepatic levels of copper, zinc and iron.",2007,Appenzeller-Herzog_2019,0
17295863,Possible role of zinc and iron in the development of hepatic abnormality in Long-Evans Cinnamon rats.,Noriyuki Kasai,,2007,Appenzeller-Herzog_2019,0
17877438,The safety of pharmacological therapies for gastrointestinal conditions encountered during pregnancy.,"John A Almeida, Stephen M Riordan","Properly assessing the safety of pharmacological therapies for gastrointestinal conditions encountered during pregnancy is a challenge on account of both the often limited controlled data available and the potentially confounding effect of the underlying disorders requiring treatment on fetal outcomes. Here, the available data with regard to gastrointestinal disorders specific to pregnancy, those that may be precipitated or exacerbated by pregnancy and those that may be pre-existing or arise concurrently during pregnancy are reviewed.",2007,Appenzeller-Herzog_2019,0
18402634,Mania as the first manifestation of Wilson's disease.,"Alexandre Costa Machado, Marta Mitiko Deguti, Leonardo Caixeta, Mariana Spitz, Leandro Tavares Lucato, Egberto Reis Barbosa","Although mental changes are frequent in Wilson's disease, severe psychiatric disorders occur uncommonly and usually accompany the neurological picture. There are few reports in the literature of Wilson's disease patients with typical bipolar affective disorder (BPAD).",2008,Appenzeller-Herzog_2019,0
18383085,Metabolic liver disease in children.,"Keli Hansen, Simon Horslen","The aim of this article is to provide essential information for hepatologists, who primarily care for adults, regarding liver-based inborn errors of metabolism with particular reference to those that may be treatable with liver transplantation and to provide adequate references for more in-depth study should one of these disease states be encountered.",2008,Appenzeller-Herzog_2019,0
18408455,Inherited metabolic disease of the liver.,"Tamar Taddei, Pramod Mistry, Michael L Schilsky","Elucidation of metabolic pathways for copper and iron improved our understanding of Wilson disease and genetic hemochromatosis. Some inherited liver diseases are now characterized by protein-folding mutations, including Gaucher disease, cystic fibrosis and ZZ alpha1-antitrypsin deficiency. Studies now focus on associations between glycogen storage disease, hepatic adenoma formation and transformation to hepatocellular carcinoma. Continued progress in the study of the diagnosis, natural history and treatment of inherited liver diseases is the subject of this review.",2008,Appenzeller-Herzog_2019,0
18395501,Consensus recommendations for managing asymptomatic persistent non-virus non-alcohol related elevation of aminotransferase levels: suggestions for diagnostic procedures and monitoring.,"F Morisco, L Pagliaro, N Caporaso, E Bianco, L Sagliocca, S Fargion, A Smedile, M Salvagnini, A Mele","A persistent increase in non-virus non-alcohol related aminotransferase levels can have multiple causes, which differ in terms of prevalence and clinical importance. In the general population, the most frequent cause is non-alcoholic hepatic steatosis, which can evolve into steato-hepatitis and cirrhosis. The treatment for steatosis and non-alcoholic steato-hepatitis consists of modifying lifestyles, whereas the effectiveness of drug treatment remains to be determined. Other much less frequent (yet not rare) causes of persistent non-virus non-alcohol related elevations in aminotransferase levels are celiac disease and hemochromatosis, whereas autoimmune hepatitis, primary biliary cirrhosis, primary sclerosing cholangitis, and alpha-1-anti-trypsin deficit are rare. Given that some of these conditions are susceptible to treatment, early diagnosis is important. No epidemiological data are available for evaluating the prevalence of elevated aminotransferase levels correlated with the toxicity of drugs or other xenobiotics, including herbal products. The present document, created by a panel of experts based on a systematic review of scientific evidence, is mainly geared towards physicians working in General Medicine and Transfusion Centres, who generally represent the first contact of persons with elevated aminotransferase levels. The document includes suggestions for diagnosing causes of persistent non-virus non-alcohol related increases in aminotransferase levels, considering the frequency and response to treatment. The conditions requiring specialized visits are also indicated.",2008,Appenzeller-Herzog_2019,0
18809983,Value of molecular analysis of Wilson's disease in the absence of tissue copper deposits: a novel ATP7B mutation in an adult patient.,"K F Kok, B Hoevenaars, E Waanders, J P H Drenth","Wilson's disease (WD) is a disorder of copper metabolism leading to copper accumulation in the liver and in extrahepatic organs, such as brain and cornea. We present a patient with liver disease who did not fulfil the biochemical criteria for WD. Mutational analysis was necessary to make the diagnosis and show a new mutation. Our case supports the use of mutation analysis in cases with unclear liver disease and suggests that the spectrum of WD is broader than currently assumed.",2008,Appenzeller-Herzog_2019,0
18809978,Copper: two sides of the same coin.,R H J Houwen,,2008,Appenzeller-Herzog_2019,0
18333835,Liver fibrosis.,"Karen Wallace, Alastair D Burt, Matthew C Wright","Liver damage leads to an inflammatory response and to the activation and proliferation of mesenchymal cell populations within the liver which remodel the extracellular matrix as part of an orchestrated wound-healing response. Chronic damage results in a progressive accumulation of scarring proteins (fibrosis) that, with increasing severity, alters tissue structure and function, leading to cirrhosis and liver failure. Efforts to modulate the fibrogenesis process have focused on understanding the biology of the heterogeneous liver fibroblast populations. The fibroblasts are derived from sources within and out with the liver. Fibroblasts expressing alpha-smooth muscle actin (myofibroblasts) may be derived from the transdifferentiation of quiescent hepatic stellate cells. Other fibroblasts emerge from the portal tracts within the liver. At least a proportion of these cells in diseased liver originate from the bone marrow. In addition, fibrogenic fibroblasts may also be generated through liver epithelial (hepatocyte and biliary epithelial cell)-mesenchymal transition. Whatever their origin, it is clear that fibrogenic fibroblast activity is sensitive to (and may be active in) the cytokine and chemokine profiles of liver-resident leucocytes such as macrophages. They may also be a component driving the regeneration of tissue. Understanding the complex intercellular interactions regulating liver fibrogenesis is of increasing importance in view of predicted increases in chronic liver disease and the current paucity of effective therapies.",2008,Appenzeller-Herzog_2019,0
18299897,Single pass albumin dialysis (SPAD) in fulminant Wilsonian liver failure: a case report.,"Katherine L Collins, Eve A Roberts, Khosrow Adeli, Desmond Bohn, Elizabeth A Harvey","Since fulminant Wilsonian liver failure has an extremely poor prognosis, the use of a liver support system that can bridge patients to liver transplant is life saving. We report here the case of a 17-year-old female who presented with fulminant Wilsonian liver failure and intravascular hemolysis. With the subsequent development of encephalopathy and oliguria, single pass albumin dialysis (SPAD) was initiated for 5 days to augment copper removal. Continuous venovenous hemodialysis (CVVHD) was performed using the PRISMA machine, with a blood flow of 100 ml/min and a dialysate flow of 2 L/h for 8 h, then 1 L/h. A 5% albumin dialysate was made by exchanging 1 L of 25% albumin for 1 L of Hemosol BO in a 5-L bag. Single pass albumin dialysis resulted in reductions in serum copper (154 to 59 microg/dL), conjugated bilirubin (37 to 23 mg/dL), lactate dehydrogenase (1305 to 729 units/L), and creatinine (1.1 to 0.9 mg/dL) as well as reduced blood transfusion requirements. Cessation of SPAD was followed by three plasmapheresis treatments for further copper removal. We conclude that SPAD is potentially an effective treatment in fulminant Wilson disease with hemolysis but that it should be used in combination with chelation to optimize the removal of copper.",2008,Appenzeller-Herzog_2019,0
18821941,Do cytokines have any role in Wilson's disease?,"M K Goyal, S Sinha, S A Patil, V Jayalekshmy, A B Taly","The aim of this study was to determine the serum cytokine levels in patients with Wilson's disease (WD) and correlate with phenotype, therapeutic status and laboratory data. In this cross-sectional study, the serum levels of cytokines were estimated in 34 patients (M : F, 23 : 11; drug-naive, 11) with WD (mean age: 13.8 +/- 8.6 and 19.6 +/- 9.03 years) and compared with 30 controls. The following serum cytokines were analysed using enzyme-linked immunosorbent assay: (i) tumour necrosis factor (TNF)-alpha, (ii) interferon (IFN)-gamma, (iii) interleukin (IL)-2, (iv) IL-6 and (v) IL-4. Serum TNF-alpha (P < 0.001), IFN-gamma (P = 0.005) and IL-6 (P < 0.001) were detectable in WD compared with controls. However, serum level elevation of IL-4 (P = 0.49) and IL-2 (P = 0.11), although detectable compared with controls, was statistically insignificant. The disease severity and therapeutic status did not affect the cytokines. Presence of anaemia, leucopenia, thrombocytopenia, pancytopenia and hepatic dysfunction did not influence cytokine levels. There was a significant negative correlation between IL-6 and ceruloplasmin (P = 0.04) and anti-inflammatory cytokines (IL-4) and copper level (P = 0.01). Serum cytokines, both proinflammatory and anti-inflammatory subtypes, were elevated significantly in patients with WD. Further studies would establish their role in its pathogenesis.",2008,Appenzeller-Herzog_2019,0
17960799,Evaluation of the Unified Wilson's Disease Rating Scale (UWDRS) in German patients with treated Wilson's disease.,"Barbara Leinweber, J Carsten Möller, Andre Scherag, Ulrike Reuner, Peter Günther, Christoph J G Lang, Hartmut H J Schmidt, Christoph Schrader, Oliver Bandmann, Anna Czlonkowska, Wolfgang H Oertel, Harald Hefter","Wilson's disease (WD) is an inherited autosomal-recessive disorder of copper metabolism characterized by a wide variety of neurological, hepatic, and psychiatric symptoms. The aim of the present study was the development and evaluation of a clinical rating scale, termed Unified Wilson's Disease Rating Scale (UWDRS), to assess the whole spectrum of clinical symptoms in WD. Altogether 107 patients (mean age 37.6 +/- 11.9 years; 46 male, 61 female) with treated WD participated in the study. Cronbach's alpha as a measure of the internal consistency for the entire scale was 0.92, whereas the intraclass correlation coefficient (ICC) was 0.98 (confidence interval (CI(95%)) 0.97-0.99), indicating an excellent interrater reliability as determined in 32 patients. Besides the total score was significantly correlated with the earning capacity of the patients as indicated by an estimated Spearman's rho approximately 0.54 (CI(95%) 0.40-0.69, P < 0.001). In summary, the UWDRS appears to be a promising tool to assess the disease severity in WD. Its usefulness in clinical research and drug trials should be further addressed.",2008,Appenzeller-Herzog_2019,0
18805369,Cystic white-matter changes in childhood Wilson's disease.,"Naveen Sankhyan, Suvasini Sharma, Veena Kalra, Ajay Garg, Pralahad Balkrishnan","Altered signals in magnetic resonance imaging are present in most symptomatic patients with neurologic manifestations of Wilson's disease. The changes primarily involve the basal ganglia, but they can be diverse and can involve a host of other structures. We describe a 12-year-old boy with Wilson's disease who manifested prominent white-matter cystic changes. These changes can cause diagnostic confusion, and may also present prognostic implications.",2008,Appenzeller-Herzog_2019,0
18261593,Liver transplantation for Wilson's disease.,"S Sevmis, H Karakayali, I Aliosmanoglu, U Yilmaz, F Ozcay, A Torgay, G Arslan, M Haberal","Wilson's disease is an inherited disorder of copper metabolism characterized by reduced biliary copper excretion, which results in copper accumulation in the tissues with liver injury and failure. Orthotopic liver transplantation (OLT) can be lifesaving for patients with Wilson's disease who present with fulminant liver failure and for patients' unresponsive to medical therapy. The aim of this study was to review our experience with OLT for patients with Wilson's disease. Between September 2001 and April 2007, 25 OLTs were performed in 24 patients (7 females and 17 males) with Wilson's disease of mean age 15.6 +/- 9.9 years (range, 5-51 years). Six patients underwent transplantation owing to coexistent fulminant hepatic failure and 18 with chronic advanced liver disease with (n = 8) or without (n = 10) associated neurologic manifestations. We performed 3 full-size, deceased-donor OLTs and 22 living-related donor OLTs. Eight patients had a family history of Wilson's disease. We detected a Kayser-Fleischer ring in 18 patients. All patients had a low serum ceruloplasmin level (mean, 27.8 mg/dL) and a high urinary copper excretion level (mean, 4119 mug/d) before OLT. Following successful OLT, there was a significant reduction in urinary copper excretion (median, 37.1 mug/d) in all patients. Mean follow-up was 21.7 +/- 19.8 months (range, 2-60 months). Retransplantation was required in 1 patient at 12 days after the first OLT owing to primary graft nonfunction. Five of the 24 patients died within 4 months of the surgery. The remaining 19 survivors (79%) have remained well, with normal liver function and no disease recurrence. In conclusion, OLT was a curative procedure for Wilson's disease among patients presenting with fulminant hepatic failure and others with end-stage hepatic insufficiency. After OLT, the serum ceruloplasmin level increased to the normal range, urinary copper excretion decreased, and neurologic manifestations improved.",2008,Appenzeller-Herzog_2019,0
18056688,Transcranial magnetic stimulation in child neurology: current and future directions.,"Richard E Frye, Alexander Rotenberg, Molliann Ousley, Alvaro Pascual-Leone","Transcranial magnetic stimulation (TMS) is a method for focal brain stimulation based on the principle of electromagnetic induction, where small intracranial electric currents are generated by a powerful, rapidly changing extracranial magnetic field. Over the past 2 decades TMS has shown promise in the diagnosis, monitoring, and treatment of neurological and psychiatric disease in adults, but has been used on a more limited basis in children. We reviewed the literature to identify potential diagnostic and therapeutic applications of TMS in child neurology and also its safety in pediatrics. Although TMS has not been associated with any serious side effects in children and appears to be well tolerated, general safety guidelines should be established. The potential for applications of TMS in child neurology and psychiatry is significant. Given its excellent safety profile and possible therapeutic effect, this technique should develop as an important tool in pediatric neurology over the next decade.",2008,Appenzeller-Herzog_2019,0
17506666,Trace element transport in the mammary gland.,Bo Lönnerdal,"The mammary gland has a remarkable capacity to adapt to maternal deficiency or excess of iron, copper, and zinc and to homeostatically control milk concentrations of these essential nutrients. Similarly, it can regulate changes in concentrations of iron, copper, and zinc change during lactation. For iron, this regulation is achieved by transferrin receptor, DMT1, and ferroportin, whereas mammary gland copper metabolism is regulated by Ctr1, ATP7A, and ATP7B. Zinc homeostasis is complex, involving both zinc importers (Zip3) and zinc exporters (ZnT-1, ZnT-2, and ZnT-4). Both transcriptional and post-translational regulation can affect protein abundance and cellular localization of these transporters, finely orchestrating uptake, intracellular trafficking, and secretion of iron, copper, and zinc. The control of mammary gland uptake and milk secretion of iron, copper, and zinc protects both the mammary gland and the breast-fed infant against deficiency and excess of these nutrients.",2007,Appenzeller-Herzog_2019,0
17391944,[Diagnostic approach and management of liver failure in children].,"P Broué, E Mas",,2007,Appenzeller-Herzog_2019,0
18574005,Orphan Drug Act passes quarter-century milestone in fight against rare diseases.,Greg Lavine,,2008,Appenzeller-Herzog_2019,0
18821595,Rapid diagnosis of Wilson disease in acute liver failure: no more waiting for the ceruloplasmin level?,"Alastair O'Brien, Roger Williams",,2008,Appenzeller-Herzog_2019,0
19414517,Chiral toxicology: it's the same thing...only different.,Silas W Smith,"Chiral substances possess a unique architecture such that, despite sharing identical molecular formulas, atom-to-atom linkages, and bonding distances, they cannot be superimposed. Thus, in the environment of living systems, where specific structure-activity relationships may be required for effect (e.g., enzymes, receptors, transporters, and DNA), the physiochemical and biochemical properties of racemic mixtures and individual stereoisomers can differ significantly. In drug development, enantiomeric selection to maximize clinical effects or mitigate drug toxicity has yielded both success and failure. Further complicating genetic polymorphisms in drug disposition, stereoselective metabolism of chiral compounds can additionally influence pharmacokinetics, pharmacodynamics, and toxicity. Optically pure pharmaceuticals may undergo racemization in vivo, negating single enantiomer benefits or inducing unexpected effects. Appropriate chiral antidotes must be selected for therapeutic benefit and to minimize adverse events. Enantiomers may possess different carcinogenicity and teratogenicity. Environmental toxicology provides several examples in which compound bioaccumulation, persistence, and toxicity show chiral dependence. In forensic toxicology, chiral analysis has been applied to illicit drug preparations and biological specimens, with the potential to assist in determination of cause of death and aid in the correct interpretation of substance abuse and ""doping"" screens. Adrenergic agonists and antagonist, nonsteroidal anti-inflammatory agents, SSRIs, opioids, warfarin, valproate, thalidomide, retinoic acid, N-acetylcysteine, carnitine, penicillamine, leucovorin, glucarpidase, pesticides, polychlorinated biphenyls, phenylethylamines, and additional compounds will be discussed to illustrate important concepts in ""chiral toxicology.""",2009,Appenzeller-Herzog_2019,0
19400828,Dermatological signs in Wilson's disease.,"Muammer Seyhan, Teoman Erdem, Mukadder A Selimoğlu, Vildan Ertekin","Because no data on skin and mucosal findings of patients with Wilson's disease have been published so far, the aim of the present study was to investigate the prevalence of mucosal and skin findings in childhood Wilson's disease and to determine its specific dermatological findings, if any exist.",2009,Appenzeller-Herzog_2019,0
19402774,Copper in Alzheimer's disease: too much or too little?,"Joseph F Quinn, Susanne Crane, Christopher Harris, Teri L Wadsworth","A considerable amount of literature has accrued examining the role of copper in the pathogenesis of Alzheimer's disease. Remarkably, there is in vitro and animal data to support both copper toxicity and copper deficiency as relevant mechanisms in Alzheimer's disease. These data have prompted preliminary clinical trials of both copper complexing therapy and copper supplementation therapy, which have yielded mixed results. The preclinical and clinical studies are discussed here in an effort to determine how to move forward with rational clinical trials focused on copper modulation.",2009,Appenzeller-Herzog_2019,0
19669375,Poster exhibition.,,,2009,Appenzeller-Herzog_2019,0
18392750,"Hepatic cirrhosis, dystonia, polycythaemia and hypermanganesaemia--a new metabolic disorder.","Karin Tuschl, Philippa B Mills, Howard Parsons, Marian Malone, Darren Fowler, Maria Bitner-Glindzicz, Peter T Clayton","We report a new constellation of clinical features consisting of hypermanganesaemia, liver cirrhosis, an extrapyramidal motor disorder and polycythaemia in a 12 year-old girl born to consanguineous parents. Blood manganese levels were >3000 nmol/L (normal range <320 nmol/L) and MRI revealed signal abnormalities of the basal ganglia consistent with manganese deposition. An older brother with the same phenotype died at 18 years, suggesting a potentially lethal, autosomal recessive disease. This disorder is probably caused by a defect of manganese metabolism with the accumulation of manganese in the liver and the basal ganglia similar to the copper accumulation in Wilson disease. In order to assess the genetic basis of this syndrome we investigated two candidate genes: ATP2C2 and ATP2A3 encoding the manganese-transporting calcium-ATPases, SPCA2 and SERCA3, respectively. Genotyping of the patient and the family for microsatellite markers surrounding ATP2C2 and ATP2A3 excluded these genes. The patient was found to be heterozygous for both gene loci. Despite the unknown pathophysiology, we were able to develop a successful treatment regime. Chelation therapy with disodium calcium edetate combined with iron supplementation is the treatment of choice, lowering blood manganese levels significantly and improving clinical symptoms.",2008,Appenzeller-Herzog_2019,0
18299419,Tetrathiomolybdate protects against bile duct ligation-induced cholestatic liver injury and fibrosis.,"Ming Song, Zhenyuan Song, Shirish Barve, Jingwen Zhang, Theresa Chen, Marcia Liu, Gavin E Arteel, George J Brewer, Craig J McClain","Tetrathiomolybdate (TM), a potent copper-chelating drug, was initially developed for the treatment of Wilson's disease. Our working hypothesis is that the fibrotic pathway is copper-dependent. Because biliary excretion is the major pathway for copper elimination, a bile duct ligation (BDL) mouse model was used to test the potential protective effects of TM. TM was given in a daily dose of 0.9 mg/mouse by means of intragastric gavage 5 days before BDL. All the animals were killed 5 days after surgery. Plasma liver enzymes and total bilirubin were markedly decreased in TM-treated BDL mice. TM also inhibited the increase in plasma levels of tumor necrosis factor (TNF)-alpha and transforming growth factor (TGF)-beta1 seen in BDL mice. Cholestatic liver injury was markedly attenuated by TM treatment as shown by histology. Hepatic collagen deposition was significantly decreased, and it was paralleled by a significant suppression of hepatic smooth muscle alpha-actin and fibrogenic gene expression in TM-treated BDL mice. Although the endogenous antioxidant ability was enhanced, oxidative stress as shown by malondialdehyde and 4-hydroxyalkenals, hepatic glutathione/oxidized glutathione ratio, was not attenuated by TM treatment, suggesting the protective mechanism of TM may be independent of oxidative stress. In summary, TM attenuated BDL-induced cholestatic liver injury and fibrosis in mice, in part by inhibiting TNF-alpha and TGF-beta1 secretion. The protective mechanism seems to be independent of oxidative stress. Our data provide further evidence that TM might be a potential therapy for hepatic fibrosis.",2008,Appenzeller-Herzog_2019,0
18637198,"Wilson protein expression, copper excretion and sweat production in sweat glands of Wilson disease patients and controls.","Mark Schaefer, Mavi Schellenberg, Uta Merle, Karl Heinz Weiss, Wolfgang Stremmel","In Wilson disease, copper is not sufficiently excreted into bile due to the absence or malfunction of the Wilson protein copper ATPase in the excretory pathway of hepatocytes. Copper is found in sweat. It is unknown if the Wilson protein plays a role in copper excretion into sweat. It is the aim of this study to investigate Wilson protein expression in sweat glands and analysing its effects on copper excretion into sweat in controls and patients with Wilson disease.",2008,Appenzeller-Herzog_2019,0
18506894,Diagnosis and treatment of Wilson disease: an update.,"Eve A Roberts, Michael L Schilsky",,2008,Appenzeller-Herzog_2019,0
18556226,Estimation of free copper ion concentrations in blood serum using T(1) relaxation rates.,"Barbara Blicharska, Magdalena Witek, Maria Fornal, Alex L Mackay","The water proton relaxation rate constant R(1)=1/T(1) (at 60 MHz) of blood serum is substantially increased by the presence of free Cu2+ ions at concentrations above normal physiological levels. Addition of chelating agents to serum containing paramagnetic Cu2+ nulls this effect. This was demonstrated by looking at the effect of adding a chelating agent-D-penicillamine (D-PEN) to CuSO4 and CuCl2 aqueous solutions as well as to rabbit blood serum. We propose that the measurement of water proton spin-lattice relaxation rate constants before and after chelation may be used as an alternative approach for monitoring the presence of free copper ions in blood serum. This method may be used in the diagnosis of some diseases (leukaemia, liver diseases and particularly Wilson's disease) because, in contrast to conventional methods like spectrophotometry which records the total number of both bound and free ions, the proton relaxation technique is sensitive solely to free paramagnetic ions dissolved in blood serum. The change in R(1) upon chelation was found to be less than 0.06 s(-1) for serum from healthy subjects but greater than 0.06 s(-1) for serum from untreated Wilson's patients.",2008,Appenzeller-Herzog_2019,0
18630776,Anesthesia for a patient with Wilson's disease--a case report.,Adriano Bechara De Souza Hobaika,,2008,Appenzeller-Herzog_2019,0
19338486,Effect of D-penicillamine on liver fibrosis and inflammation in Wilson disease.,"Kourosh Kazemi, Bita Geramizadeh, Saman Nikeghbalian, Heshmatollah Salahi, Ali Bahador, Seyed Mohammad Reza Nejatollahi, Seyed Mohsen Dehghani, Masood Dehghani, Farzad Kakaei, Seyed Ali Malek-Hosseini",Wilson disease is a disorder of copper metabolism characterized by copper overload. A mutation in the ATP7B gene causes dysfunction of ATP7B protein and a reduction in copper excretion into the bile in hepatocytes. Excess copper accumulation leads to liver injury. D-penicillamine primarily can inhibit fibrogenesis and prevent the appearance of scar lesions in the liver. We studied this phenomenon in our patients.,2008,Appenzeller-Herzog_2019,0
